Gene Symbol	KO1	KO2	KO3	KO4	KO5	WT1	WT2	WT3	WT4	WT5
Tymp	287.1	234.3	198.2	331.1	309.4	272.1	269.5	312.7	303	316.4
Hs1bp3	82.2	96.4	68.3	110.7	98.3	90	87.9	173.5	91.3	95
Tfb1m	122.7	125.4	117.9	150	129.9	122.5	131.5	134.5	138.9	132.2
Yipf5	70.2	99.9	75.4	86.5	83.7	93.8	99.5	100.8	112.6	89.1
Ostf1	164.3	187.2	154.8	217.2	173.1	162.9	156.6	194.8	207.3	191.5
Cdc42	700.6	873.5	643.4	768.4	768.8	724.2	1037.1	911.5	829.3	732.2
Vps35	1034.8	1322.1	1063.7	1214.3	1164	1094.3	1456.4	1240	1325.9	1180.2
Pef1	190.3	242.6	166.1	241.7	221.7	196.2	200.5	288.5	221.5	181.4
Arl1	218.9	252.5	219.5	243	267.2	222.4	288.7	251.3	245.5	253.6
Prep	313.4	366	304.8	379.1	333.4	313.1	423.5	387.3	383.5	355.4
Eprs1	4789.8	4981.2	4335.4	5175.3	5066.4	4273.6	6161.8	4563.3	5386.8	5322.2
Mrps5	393.7	407.2	356.9	467.2	443.4	439.2	520.9	343.6	442.9	421.4
Akr1c14	2128.9	2782.4	2261.9	2324.7	2362.7	2575.5	3516.3	2639.7	2481.3	2521.4
Comt	1575.1	2004.2	1486.2	1769.5	1676.1	1679.9	2072.5	1853.7	2311.9	1452.2
Aadac	3740.1	4062.6	3563.9	3928	3599.2	3740.8	4650.5	4098	4531.3	3621.9
Pisd	132	136.6	119	145.8	129.6	127.6	152.3	173.8	128.2	141.2
Acp1	546.3	730.9	579.3	719.4	688.1	633.7	781.9	702.7	816.1	721.8
Slc27a5	4921.1	5303.3	4896.5	5695.9	4973.2	5093.5	6864.5	6001	5534.5	4874.7
Pmpcb	315.8	315.2	289.5	355.8	311.1	287.1	384.9	315.4	356.5	349.9
Dcxr	1128.4	1505.2	1269	1347.7	1370.9	1309.4	1696.1	1537	1492.9	1501.7
Copz1	328	423.3	371.1	419.7	426.6	380.4	504.7	396.4	436.2	396.9
Abcb8	179.4	202.5	165.8	215.9	168.2	177.8	229.6	182.8	172.5	193.8
Acox1	7465.8	7349.6	6818	9071.4	8534.6	7799.8	8294.3	8862.5	9854.4	8068.7
Akr1e2	358.3	481.5	372.5	426.3	460.5	428.5	567.3	443	477.2	462.2
Pon1	1470.5	1959.9	1632.3	1401.5	1147.6	1402.7	2032.4	1522.4	1824.2	1548.4
Pon2	77.2	71.2	74.6	94.9	88.5	78.8	98.1	86	87.2	77.9
Krtcap2	58.7	62	51.3	69.5	65.4	62.7	78.9	54.7	60.5	63.5
Slc25a22	752	821.7	842.1	967.3	829.3	793.5	968.1	827	891.8	852.9
Pctp	191.3	231.4	203.5	244.9	234	202.1	240.7	245.7	248.2	254.2
Ugt2a3	2956.8	3417	2958.5	3102.5	2921.7	3200.4	4361.5	3037	3333.5	3130.3
Eif6	111	159.4	105.8	178.5	133.5	126.2	157.6	179.4	152	125.1
Opa1	39.4	39.4	26.3	39.6	34.2	31.8	42.4	44.1	46.3	37.4
Pgm1	6062.4	8055.6	6822.4	7601.2	7914	7037.4	8923.9	8020.3	8356.5	8088.1
Eif4a1	2330	2984.3	2456.1	2720.3	2654.4	2548.2	3290.3	2737.7	3068.8	2768.7
Pcyt2	1550.3	1777.2	1548.7	2122.8	2121.4	1672.3	2064.3	1922.9	2168.6	1874.3
Adsl	224.3	266	199.5	234.8	229.3	239.3	289.1	255.7	255.7	242.6
Gmps	57	55.3	52.3	79.1	73.6	70.5	76.7	66.3	62.9	65
	10885.9	3096.3	2381	5330.5	6103.2	4133.2	4646.7	9888.6	4906.2	4784.4
Smap2	32.3	40.6	30.9	40.4	31.9	30.8	47.1	44.8	32.4	36.6
Dhrs7b	164.8	180.2	179.5	229.9	182.8	174.4	202.4	186.3	216.3	195.7
Srm	64	72.2	58.4	76.1	71.6	54.2	82.9	79.2	75.6	71.7
Tkt	4492.7	5647	4727.7	5342.5	5257.9	4931.4	6498.6	5577.8	5931.8	5595.7
Fkbp2	783.9	967.9	729.2	935.9	863.4	803.5	1051.5	997.6	945.1	871.4
Cyp2c50	517.5	590.1	630.5	492	483.9	469.8	665.4	550.6	584.3	597
Ppp4c	46.5	59.9	40.3	50.7	50.6	44.8	55.6	59.4	53	50.4
Acad8	2233.5	1757.9	1586.9	2034.2	1603	1777.6	1804.2	1928	1875.5	1803.7
Magt1	403.4	398.5	425.4	504.9	542.5	389	525.1	369	474.6	446.7
Nudt12	942.7	932.8	880	1114.5	1037.6	961.9	1185.2	968.8	1056.7	1049.3
Sars1	929.6	1135.7	800.3	1037.4	1017.2	890.2	1218.9	1056	1105.1	994.5
Glud1	12526.8	13314.8	13102	14479.2	12574.1	13793.1	16729.8	12868.4	14060.3	13280.1
Acsf2	3385.9	3092.2	3192.9	3817.2	2918.7	3414.4	4326.3	3437.8	3523	2944.2
Lpgat1	156	167.8	179.5	191.6	215.8	152.8	190.8	141.6	203	169.7
Tns2	122.2	160.4	121.4	137.2	124.6	118	160.7	162.2	145.9	123.1
Acad11	3362.1	3431.1	3208.1	3797.1	3390.7	3561.1	4218.2	3527.6	3882.6	3557.8
Zmpste24	373.3	376.1	323.4	423.8	359.4	352.3	447.1	372.5	420.2	356
Aadat	2242.4	2522.1	2029.4	2484.8	1954.5	2366.9	2822.6	2442.4	2628	2133.9
Arpc2	1147.2	1320.9	1179.1	1357.1	1270	1251.4	1572.5	1231.8	1327.6	1313.3
Gamt	245.6	298.5	218.8	285.7	272.2	240.9	318.2	365.7	266	251.7
Mlec	1584.7	1582.5	1491.9	1926.7	1570.8	1525.9	1808.7	1543.4	1953.4	1708.4
Vars1	1619.5	1883.7	1582.8	1879.4	1733.4	1644.2	2017.6	1864.7	1986.5	1886.6
Pygl	10899.4	13689.2	11455	13191.7	12992.1	13224.1	17391.7	14018.3	14196.3	13534.7
Smap1	114.7	137.6	98.8	139.8	140	121.1	167.9	156.8	118.2	124.1
Asl	6469.2	8092.6	6882.7	8148.4	7907.3	7028.1	9398.8	8102.2	8582.7	8055.3
Bpnt1	1605.4	1923.8	1748.4	1992.2	1752.9	1750.6	2370.5	1912.8	1965	1834.3
Rap1a	838.9	963.9	818.9	952.5	866.9	903.6	1153.6	931.2	972.5	850
Cct7	1604.5	1947	1546.3	1672.5	1656.9	1573.7	2105.9	1649.6	1873.9	1742.5
Gmpr2	43.8	48.8	38.5	60.4	47.8	48.6	52.8	47.8	50.7	50.5
Rps8	1656.1	1890.5	1588.4	1938.1	1612.1	1627.2	2116.1	1800	1880.1	1604.3
Adk	4279	5787.5	4639.1	5186.4	5530.1	5089.8	6389.5	5639.7	6135.2	5935
Dpp7	234.8	254	205	245.7	234.5	234.4	262.6	254.9	319.6	253.2
Pex3	123.5	126.7	116.1	143.8	138.6	129.8	148.8	121.1	140.3	137.3
Slc25a5	6590.8	7226.3	6320.3	7323.3	5739.3	7288.7	9191	6557.3	7484.5	6236.8
Gclc	2187.9	2552.4	2136.4	2622.4	2551.5	2300.1	3096.4	2543.2	2523.8	2545.2
Copa	2204.4	2396.3	2114.8	2400	2433.5	2189	2783.4	2601.7	2670.9	2403
Alk	29.2	30.3	32.7	32.9	35.7	28.1	29.3	34.8	34.8	37.3
Ppt1	707.1	781.7	650.2	692.9	756	693.6	853.3	713.4	843.3	780.2
Ptgr2	535.5	746.7	511.3	642.4	636	572.8	741.7	843.3	652.7	630.2
Acadsb	988.5	948.4	882.7	1111.7	951.9	1023.5	1182.6	876.3	1099	1026.7
Rpl12	1391.8	1464.9	1218.9	1613	1379.4	1353.3	1724.1	1555	1593.7	1378.6
Nat8f2	1332.5	1353.2	1276.2	1378.5	1426.4	1520.1	1833.6	1209.8	1360.1	1454.9
Rdh13	51.8	46.4	37.6	56.2	42.1	41.6	55.4	54.6	42.7	48
Ppcs	528.7	665.4	553	625.6	650.3	606.4	740.6	661.5	758.5	665
Tmco1	175.5	200.8	196.2	240.3	197.4	199.4	269.2	193.8	222.2	202.1
Sec23a	1766.9	2024	1835	2089	2079.4	1903.7	2219.2	1981.2	2139.1	2023.8
Gbe1	1437	1640.6	1417.8	1720.2	1632.4	1528.6	1942.5	1862.1	1700.9	1640.6
Pex16	393.9	389	363.2	476.8	452.5	404	498.9	404.4	444.2	445.2
Yes1	116.9	121.7	109.4	135.8	116.3	110.9	149.9	119.6	132	122.2
Mtnd1	315	358.7	289.7	348.5	347.4	350.8	431.9	300.9	374	351.6
Cmbl	2618.8	3366.2	2868.8	3103.4	3036.4	2896	3957.6	3203.1	3330.1	3667.4
Sphk2	48.5	53.6	48.5	60.8	55.1	38.6	47.9	72	56.5	55.4
Cox7a2l	312.7	336	303.6	388.4	298.5	224.4	369.4	429.8	470.4	429.5
Mthfd1	5999.5	8273	6827.2	7206.5	7805.7	7672.4	9775.7	8017.6	8308.9	8280.2
Bdh1	3553.5	3610.3	3594	3984.7	3401.7	3466.9	4301.9	3406.6	3835.9	3505.3
Xylb	852.9	1156.7	905.7	1082.8	987.4	942.9	1240.6	1106.7	1096.3	1107.6
Gprin3	502.3	542	403.2	627.4	606.4	622.5	559.8	691.1	478.5	561.8
Faf2	528	580.9	462.8	648.5	574.4	548.9	609.8	552.5	619.8	581.6
	111.8	131.6	114	165.4	123.2	113.3	159.9	171.7	123.1	133.4
Tpp2	782.9	982.3	796	903	939.1	908.1	1100	891.2	1071.8	984.3
Ivd	4249.3	4668.4	4243.3	5102.2	4102.9	4506.5	5436.9	4537.8	4852.8	4275.3
Ncbp1	250.5	249.8	217.1	291.7	282.2	240.9	329.6	256.4	247.7	293.7
Psmb3	332.4	410.5	340.9	388.8	398.5	379.7	481.6	393.1	420.4	411.6
Rdx	5945	7941.9	6352.5	6992.8	6943.8	6750	9474.9	7314.7	7244.5	7522.6
Rps18-ps6	1861.8	2154.2	1762.3	2190.6	1883.4	1855.6	2364.2	2476.1	2228.8	1799.5
Cul1	147	174	146.7	176.9	174.8	158.7	202.2	166.7	169.3	181.7
Cyp2u1	54.8	68.4	52.6	69.2	57.3	52	77.4	65.1	64.7	62.1
Snrpn	273.7	318.1	282.2	312.4	290.2	310.1	418.9	292.3	327.8	278.3
Aldh3a2	2600.3	2760.1	3019.5	3385.1	2947.4	2672.2	2615.5	2530.8	3300	3222.5
Upb1	484	854.7	480.2	566.4	664.7	615.6	857.5	759.2	599.4	604.6
Myo3a	273.5	318.2	247.1	313.7	282.6	267.5	355	393.3	322.4	277.9
Slc25a13	5679.2	6109.4	5663.3	6315.9	5691.6	6428.3	7669.8	5502	6433.2	5780
Rab4a	97.5	104.8	82.3	100.9	93.2	91.5	108.3	124.6	119.9	110.7
Scfd2	69	72.1	60.3	70.3	79	74.2	77	75.1	86.1	75.7
Rpl5	2453.2	2716.3	2380.8	2683.2	2547.1	2568.4	3159.9	2556.6	2967.1	2703.2
Mdp1	170.5	175.9	132.4	215.9	161.3	136.3	155.3	236.8	185.4	176.7
Qprt	1944.7	2550.3	2110.8	2341	2106.3	2044.1	2623.7	2487.8	2771.7	2286.9
Elovl5	254.2	232.5	207.3	390.7	372.4	267.3	307.1	272.2	291.1	280.9
9430038I01Rik	35.1	38.2	26.1	51.9	46.6	32.9	32.9	48.4	43.9	39.5
Cog5	50.6	55.7	40	60.9	43.8	42.4	88.4	68.6	76.5	49.3
Cand1	1742.6	2137	1785.6	2011.4	2058.3	1904	2575.4	2062.3	2239.6	2094.9
Pex11g	512.3	481.2	423	588.7	497.9	470.8	599.3	480.7	556.9	552.2
Gss	932.8	1038.9	1102.6	1103.2	1060.2	922.1	1256.9	1119.8	1030.7	1080.3
Actr1a	145.8	203.7	146.3	165.5	164.4	166.2	186.1	173.3	222.5	178.6
Eef2	8837.1	10818.7	9032.3	10432.6	10498.4	9605.3	13031.6	10719.5	11966.5	10584.9
Abcg2	365.1	390.3	355.4	403.1	341.7	384.6	446.8	335	477.6	392.8
Mettl26	1205.3	1561.1	1274.1	1454.2	1380.9	1385.6	1634.1	1533.9	1702.3	1501.6
Echdc1	697.3	846.9	761.7	888.3	901.3	726.7	987.6	885.3	921.8	869.7
Pafah1b1	99.9	104.3	88.4	116.3	104.5	98.3	135.1	110.3	96.5	109.9
Blvra	157.7	182.3	141.6	174.6	174.4	177.2	207.2	168.6	180.2	187.6
Psmd6	730.9	860	759.5	872.2	870.5	745.7	1014.8	841.3	906	866.2
Grhpr	2177.6	2429.8	2156.9	2491.6	2350	2160.1	3237.6	2796.4	2545.2	2538.8
Fggy	1473.9	1710.1	1516.9	1797.1	1789.2	1582.1	1996.3	1731.2	1734.6	1753.3
Dpyd	3346.3	3953.2	3628.2	4179.7	4616.3	3515.3	4548.8	3988.9	4488.9	4435.5
Ephx1	4291.8	4080.8	4122.9	4569.2	4108.1	3946.7	4633.6	4117.6	4972.5	4625.5
Prkaca	390.2	438.5	389.6	456	479	406.6	474.5	457.6	490	442
Dtd2	199.2	204.4	178.7	250	187.2	202.3	254.4	274.2	233.1	207.2
Slc27a2	5367.9	5634	5531.7	5834.1	5926.2	5525.7	6877.7	5300.1	6087.5	5917
Ass1	11442.4	15343.3	14094.7	14537.3	14604.6	14033.7	17958	15175.3	16133.1	15033.3
Por	5718.7	6142.4	6517.7	6728.8	6309.5	5855.1	7305.9	5759.9	6164.2	6411.5
Mat2b	345.8	421.7	331.6	391.5	359	345.4	482.2	435.6	416.4	374.4
Iars1	387.2	388.1	326.2	440.9	429.3	345	478.5	407.6	431.8	483.9
Kpna3	213.4	232.8	174.8	251.8	209.1	183.1	281.8	328.1	237.6	189.2
Gne	265.3	321.9	317.2	325.3	334.1	323.2	356.8	330.7	370	324.9
Cct5	1310.3	1678.9	1382.9	1572.8	1613.7	1498.7	1963.9	1677	1828.6	1644.6
Sephs2	797.9	1119.1	828.6	927.1	928.7	914	1173.7	1054	1062.6	938.1
Pfn1	1013.1	1265.5	1023.2	1227.8	1167.6	1134	1581.2	1209.6	1328	1140.6
Hadh	7419.8	8400.8	7777.3	8470.3	6685.7	7746.5	9490.9	7452.2	8936.3	7356.8
Etfdh	5923.7	6147.4	5800.1	6604.6	5518.3	6257	7194.9	5722.6	6575.7	6025.4
Derl2	63.3	65.5	66.3	63.1	68.9	64.7	59.1	56.4	85.8	69.9
Adh5	4564.9	6379.2	4899.4	5524.1	5559.2	5555.2	7030.1	6107.5	6486.6	5600.4
Parp12	167.7	165	149.6	202.2	182.5	183.7	214.6	175.1	196.9	171.7
Eif2s3x	1196.2	1325.4	1188.6	1388.6	1374.2	1139.8	1552.2	1261.3	1439.1	1396.6
Khk	3688.8	4286.4	3665.7	4259.6	4519.6	3839.9	5553.8	4775.7	4516.2	4281.8
Abcf2	83.6	105.9	82.5	99.4	90.9	87.6	148.4	105.4	104.2	95
Arf4	159.7	190.1	169.5	172.2	187.8	176.3	222.7	165.4	213.3	185.7
Map2k2	106.7	121.1	92.5	123.3	119.4	107.3	132.8	119.1	122.9	125.2
Xpo1	166.1	214.1	147.3	196.8	224.9	163.9	226.1	189.4	194.8	208.6
Bdh2	99.1	121.7	77.5	106.9	109.3	101.8	144.6	114.8	114.1	81.3
Sord	7544.2	9984.5	8375.1	8588.9	8751.1	8798	11720.1	9958	9966.7	9450.9
Serpina1e	103.5	87.2	56.2	80.4	71.8	69.2	111.7	75.6	108.7	77.6
Decr2	1860	1945.4	1798.1	2248.8	2074.7	2084	2382.8	1996.4	2292.8	1939.4
Rpl30	1484.8	1714.9	1440.5	1757.9	1611.1	1588	2018.6	1631.7	1809.3	1634.1
Rdh10	69.7	106.6	70.2	96	91.7	78.7	102.6	112	98.3	121.5
Osbp	233.3	269.7	265.7	314.4	321.3	235.9	357.4	247.8	295.7	286.7
Cct4	2823.9	3531.1	2893.4	3329	3364.2	3218.5	4142.4	3367	3872.4	3538
Coq6	443.5	492	426.7	467.8	425.2	462.6	578	433.4	511.6	456.3
Ap3b1	258.3	283.9	256	296.7	276.4	253.7	311.9	267.6	328.9	322.5
Sacm1l	973.9	1060.4	927.7	1157.1	1026.2	983.4	1249.2	1174.4	1153	970.4
Gusb	594.2	667.6	664	726.6	712.4	648.8	736.4	620	778.1	676.5
Ppp1ca	262.2	317.6	263.1	345	296.6	285.6	340.3	319.3	358.4	321.9
Znf330	148.6	168.8	150.1	199.5	156.1	125	175.6	215.2	181.6	173.9
Celf1	136.1	178.3	127.2	149.8	144.1	122.6	186.5	166.1	164.6	165.3
Psmd3	1434.2	1594.5	1413.6	1717.4	1672.8	1427.2	1842.7	1623.8	1702.7	1856.4
Nudt7	2462.1	2394.7	1852.5	2730.5	2231.6	2157.9	3050.5	2720.1	2934.7	1931.8
Mtarc2	4189.2	4659.1	4427.5	4696.6	4025.8	4722.3	5969.1	4464.1	4840.9	4340.2
Cers2	406	458.6	421.7	498.6	449.1	438.5	560	449.4	484.9	438.9
Gys2	1521.9	1989.6	1722.2	1881.6	1750	1793.5	2277.9	1838	1999.5	1847.7
Limd1	38.9	49	34.5	48.6	47.4	41	50.9	52.8	46.1	43.3
Mpc2	771.5	891.8	819.7	843.6	773.5	935.8	1127.7	711	891.8	800.5
Atic	740.7	1001.3	801.5	915.3	858.8	847.2	1091	947.8	1133.8	917.7
Macrod1	695	871.4	670	884.5	734.7	699.5	986.1	1040.5	839.7	726.7
Rps6	3487.4	3919.8	3390.6	4034.7	3523.5	3679.5	4483	3516.8	4249.2	3758.2
C8a	311.8	315.1	229	333.5	333.2	309.9	357.7	300.6	375	319.9
Rpn1	5437.1	5695.7	5238.7	6181.9	5425.8	5338.9	6944.1	5439.8	6204	5291.9
Aars1	3020.4	3749.7	2801.6	3449.2	3456.1	3149.9	4335.2	3579.4	3906.8	3569.4
Parg	83.8	98.7	71.5	124.1	88.7	118	112.7	149.4	94.5	97.4
Gm27029	211.6	254.7	171.5	259.4	231.6	207.3	238.5	308.8	254.4	216.1
Prpf31	166.4	221.2	159.2	218.7	191.8	184.6	232.7	240.2	228.2	202.9
Acad8	134.7	314.2	314.9	462.3	267.6	285.2	864.8	401.4	321.6	126.9
Cat	14251.3	15249.1	12288.9	15955.3	13255.8	13925.5	18091.7	15905.7	16158.6	13304.8
Tmed2	912.3	983.5	825.7	970.5	963.1	920.9	1175.4	914.2	1115.5	923.1
Clptm1	597.9	674	547.5	641.9	584.3	587.3	797.4	642.8	693.1	568.9
Aldh8a1	3228	4116.2	3596.3	3702.7	4148.8	3775.3	5140.6	3972.8	4367.5	4103.8
Abhd16a	271.6	243.6	243.5	297.2	251.6	254.5	374	277.5	250.4	276.8
Rps3a	4875.5	5664.5	4759.7	5675.8	5079.6	4934.6	6267.2	5587.3	5914.9	5736.3
Psmd8	292.1	320.8	275.3	319.3	308.5	314.9	346.8	323.3	355.6	327
Tuba1a	1250.5	1354.7	1170.5	1519.3	1522.6	1279.3	1533.9	1338.9	1452.4	1505.9
Pabpc1	2282	2707.9	2353.6	2604.4	2479.1	2472.1	3163.6	2650.3	3122.3	2645.2
Slc25a20	2962.9	3027.7	2895.6	3411.2	2815.3	3111.4	3778.9	2870.3	3204	3102.7
Xpnpep1	302.3	342.1	294.7	347.5	343.1	308	391.3	349.3	405.4	352.4
Glyctk	550.9	647	583.9	674.2	666.5	647.9	791.3	678.4	684.3	660.4
Kpna6	111.3	91.1	79.6	129.6	78.6	75.2	127.8	166.2	106.3	75.7
Arf5	724.8	848.2	741.3	852.3	855.6	764.6	1003.5	848.7	920.9	818.4
Dnajc3	2200.3	2227.4	1771.9	2243.4	1927.8	2110.4	2895.6	2225.7	2366.6	1835.5
Bbox1	1578.3	1771.2	1564.2	1888.5	1961.5	1553.6	2248.7	1759.6	1885.9	1946.9
Rps9	2117.1	2133.6	2002.7	2394.9	2147.7	2241.8	3252.7	2311.7	2464.7	2241.2
Galm	813.8	952.8	842.6	940.4	962.1	859.8	1124.8	955.7	1015.4	982.5
Abcd3	4220.7	4187.6	3884.2	5106.3	4365.8	4578.5	5465	4393	5685.5	4221.3
Cct6a	761.5	921.4	825.2	882.3	942.9	806.7	1159.4	834.1	982.3	958.2
Trip4	30	32.1	25	39.2	39.8	29.7	25.3	41.2	41.4	33.6
Vkorc1l1	99	98.3	81	98.6	116.6	112.7	120.5	78.2	123.8	88.1
	164	199.5	149	215.7	171.9	171.3	214.2	190	201.2	191.2
Coasy	1197.4	1397.8	1248.3	1512.5	1347.6	1303.9	1569.3	1463.9	1648.7	1431
Atp13a1	105.4	106.3	102.1	124.2	101.1	100	155.2	117.8	126	110.6
Cpt2	4528.8	4500.1	4192.6	4818.7	4107	4741.6	5801.5	4292.2	4802.6	4487.7
Rplp0	2543.1	2826.8	2459.7	2844.2	2610	2598.1	3485.2	2531.4	3010.1	2651.5
Nudcd2	90.7	115.3	82.8	118.2	111.7	107.7	112.4	124.8	119.4	107.9
Ube2d3	760.8	954.1	773.3	810.8	853.9	885.3	1164.7	852.7	942.9	945.1
Rpl36	645.8	733.6	668.3	752.7	729.3	684.7	871.1	686.2	799.6	749.5
Aldh16a1	514	708.4	551.2	639.8	643.7	600.6	821.5	705.5	742.5	708.7
A1cf	752.9	790.2	741.8	928.7	799.2	763.7	1027.8	902.5	884.5	790.5
Akr1c13	1543.3	2081.5	1770.1	1737.6	1911.1	1845.6	2531.4	1919.3	2232.4	2117
Gfm1	641.9	594.5	481.7	727.1	642	626.2	792.7	572.9	692.7	636.5
Aldh7a1	6440.4	7796.7	6724.5	7314.6	6619.1	7226.8	9078.3	7380.3	7643.6	6969.6
Eif3i	339.6	379.4	350.9	433.6	421.1	370.4	471.6	415.3	413.4	358.5
Ing1	180.3	191.7	186.7	223.8	203.3	191.2	270.2	230.4	202.2	204.8
Get3	120.5	175.2	126.4	159.7	164	137.2	200.9	204.5	177.2	162.8
Atp5po	66.5	67.6	59.7	86.8	80	67.9	94.4	97.5	59.9	69.4
Abce1	817.2	999.9	865.4	957.4	978.9	906	1184.6	906	1119.1	1066.7
Cltc	6133.7	7713.6	6592.5	7314.2	7020.4	7164.4	9022.8	7118.6	8365.9	7438.6
Cyp2c70	1465	1200.9	1199.3	1413.4	1169.6	1146	1633.6	1365.4	1539.2	1087.6
Tial1	382.4	448.1	414.7	423.6	415.6	430	535.5	401.3	480.2	444.8
Tmem205	1020.3	1123	984.1	1092.7	1117.4	1019.2	1402.2	964.1	1235.4	1132.8
Ubr4	20	34.7	23.7	25.1	24.4	23.9	31.3	34.9	28.8	26.8
Psma6	1705.5	2081.2	1791.6	2007.9	2015	1918.7	2368.9	1934.5	2321.9	2140.9
Ccdc93	171.2	205.6	171.2	202.8	181.8	187.3	234.1	206.1	234.8	190.9
Rab2a	523.1	589.3	495.9	625.9	545.3	550.6	702.4	578.5	633.1	516.4
Dera	866.4	1127.2	857.5	993.9	1036.3	986.3	1308.3	1110.4	1154.2	1106
Cse1l	243.6	266.2	223.7	262.1	281.6	242.5	317.7	218.3	224.6	290.9
Gdi2	1901.9	2427.1	1999.3	2304.2	2343.5	2206.6	2938.7	2288.6	2622.8	2392.8
Surf4	222.3	243.5	210.1	249.2	234.1	223.3	290.7	257.1	262.5	246.7
Cyp2c67	867	790	822.4	859.9	745.3	757.4	869.2	746.9	1092.3	830.6
Fbxo22	47.3	53.6	49.5	55.7	64.2	48.8	58.7	57.5	65.5	57.9
Efl1	171.3	197.5	154.2	210.8	215.8	230.9	220.5	285.4	208.1	192.1
Baat	2787.6	2859.5	2458.6	3041.1	2731.8	2913.5	3682.5	2725.8	3176.4	2875.7
Gm29609	144.5	169.2	170.2	183.2	168.2	160	194.6	257.5	182.1	137.7
Cryz	1630.7	1862.3	1645.4	1790.3	1810.7	1697.5	2043.6	1828.3	2057.1	2007.4
Polr2m	36.8	53.6	38.4	53.1	56.9	44.9	41.7	45.1	51.8	50.7
Ddx6	306.8	407.7	337.4	359.8	395.4	384.1	491.5	363.5	439.2	396.8
Etnppl	368.5	568.1	359.2	602.8	416.4	374.1	596.5	621.3	486.1	383.1
Rnh1	1822.7	2453.3	1704.4	2333.9	2051.7	1889.6	2563.5	2978.3	2333.5	2119
Dhrs1	1448	1710.5	1501.9	1849.1	1803.5	1617.4	2051.6	1786.4	2257.8	1611.9
Shh	553.8	617.7	528.5	622.9	537.5	636.5	771.2	555.5	653.1	556.3
Pxmp4	441.3	456.3	390.6	495.2	508.9	430	589.8	421.5	521.3	499.7
Mgll	816.8	904.3	928.2	984.3	1001.1	827.1	1024.2	913.3	1056.8	1002.3
Ugp2	5569.4	7466.7	5775.9	6533.7	6343	6269.2	9037.9	7403.4	7285.1	7267.5
Tm9sf4	108.2	101.9	91.6	116.6	113.3	95.6	138.1	101.9	135.2	124.6
Chrne	191.7	267.5	194.3	231.4	199.3	197.1	268.4	290.2	227.6	215.5
Pnkd	144.9	166.5	153.8	184.5	186.3	179.6	182.3	176.3	180	186.7
Gapdh	6831.9	8676.5	6968.8	8753.8	7586.6	8054.2	9705	8164.4	9446	8506.7
Ccdc88a	20.8	20.3	18.7	33.3	23.3	14.9	36.9	37.2	24.2	24.4
Rpl19	444.6	539	503.2	505.2	468.9	523.9	609.5	496.8	635.8	512.1
Aacs	663.2	697.3	536.6	762.2	768.2	647.2	797.3	772.1	867.9	724.7
Zfyve19	94.4	153.6	84.6	132.8	116.6	108.5	129.9	244.4	143.4	112.6
Rabggta	63	79.5	72.1	81.6	79.1	76.6	91.8	80.6	91.4	82.6
Ttc39c	1221.1	1507.1	1154.9	1421.2	1331.2	1319.9	1912.2	1453.6	1616.1	1466.7
Ddost	1922.2	2041.1	1872.9	2134.2	1897.8	1994.3	2471.3	1904.3	2252.7	1951
Hmgcs2	11996.1	12936.1	11989.9	12744.7	11216.8	13626.4	15594.4	11724.8	14255.8	12747.9
Eef1g	4184.6	5336.6	4651.4	4867.1	4670.1	4688.1	6082.3	4986.7	5940.8	4965
Kynu	1529.5	1888	1784.4	1887.1	2045	1733.7	2268.6	1820.4	2052.2	2176.1
Homer1	149.9	108.4	101.1	115.8	118.7	116.5	131.6	287.7	141.7	117.2
Rpl18	1281	1439.3	1297.4	1432.3	1428.9	1401.7	1735.5	1351.7	1630.6	1415.7
Aldob	12803.3	15979.3	12692.8	16708.3	15701.9	14826.9	18127.8	15126	18739.5	16576.2
Anxa4	1868.3	2522.7	1981.3	2240	2137.4	2179.9	2819.1	2637.4	2505.7	2320.2
Fdxr	376.2	413.8	369.9	484	378.6	380.3	527	436.7	480.3	384.3
Abhd1	119.8	149.9	106.5	149.1	150	129.4	132.6	124.7	146.7	139.1
Rps24	884.7	855.6	756	954.5	810.5	804.9	1132.6	931.3	976	811.5
Agpat3	592.4	584.9	596.8	658.3	645.7	595.5	715.6	635.8	734.6	678.3
G6pc1	504.8	500.1	498.6	586.1	578.5	508.4	666.3	487.7	596.3	604
Spcs3	317.1	353.6	290.5	339	316.1	321.4	442.6	313.5	376.7	308.6
Tmt1b	1777.5	2115.3	2011.1	2419.8	2234.2	2059.5	2555.5	2169.8	2620.2	2249.5
Hsd17b10	1962.8	2072.3	1815.6	2271.7	1906.6	2020	2217.5	1982.7	2260.1	2162.8
Aco1	5225.3	6695.6	5865.7	6151.7	6351.3	6207	7787.5	6386.9	7461.2	6989.3
Ugt2b36	1317.6	1361.8	1178.4	1320.1	1269.5	1308.7	1640.9	1323.1	1530.1	1431.7
Nit1	936.5	1077.3	898.9	969	1139.2	1120.9	1102.9	1001.9	1172.4	1150.5
Errfi1	85.6	130.8	82.7	149.7	116.2	115.4	115	324.6	143.7	131.2
Gabarapl2	223.5	320.3	254.9	306.4	270.3	248.2	356.4	344.2	318.2	308.4
Sult1b1	191.4	235	174.3	226.9	190.2	198.6	260.8	243.7	227.9	198.3
Eif2ak2	573.7	547.8	480.4	628.8	654.5	621.7	789.3	451	642	630.1
